  RealCrowd,realcrowd.com,537,1098,No,,,,8,8,0,0%,"29,121","29,157",0%,"25,809",13%,,,,,,,2/1/13,Pre Series A,"Y Combinator,Sierra Maya Ventures",Undisclosed,3/1/13,Undisclosed,Palo Alto,Palo Alto,,CA,,B2C,"Finance,Real Estate,Crowdfunding",,0,0,0,No
  Customer.io,customer.io,537,100,No,,,,7,6,1,17%,"594,936","588,129",1%,"579,992",3%,,,,,,,,Pre Series A,BoxGroup,Undisclosed,,Undisclosed,New York,New York,New York,NY,United States,"SaaS,B2B","Analytics,Marketing,Email",,0,0,0,No
  Horizon Business Funding,horizonbusinessfunding.com,537,-571,No,,,,14,11,3,27%,"64,907","64,763",0%,"75,755",-14%,,,,,,,,-,,Undisclosed,,Undisclosed,New York,New York,New York,NY,United States,B2B,"Lending,Finance",,0,0,0,No
  Fileboard,fileboard.com,537,-233,No,,,,4,4,0,0%,"110,282","104,748",5%,"89,864",23%,,,,,,,10/19/11,Pre Series A,500 Startups,Undisclosed,10/10/11,Undisclosed,Bay Area,Mountain View,Bay Area,CA,United States,"SaaS,B2B",Mobile,,0,0,0,No
  Birchbox,birchbox.com,537,6,No,,,,252,239,13,5%,"1,345,728","1,373,697",-2%,"1,428,511",-6%,"5,476","7,235",-24%,"7,807",-30%,-2,1/1/10,A,"First Round Capital,Accel Partners,Sam Lessin,Dave Morin,Michael Dearing,Kirsten Green,Gary Vaynerchuk,Lerer Ventures,Harrison Metal Capital,Forerunner Ventures,Red Swan,Alven Capital,Slow Ventures",$11.9M ,8/17/11,"$10,500,000 ",New York,New York,,NY,United States,"Marketplace,B2C",E-Commerce,,0,0,0,Yes
  Pali Capital,pali.com,537,570,No,,,,,,,,"114,980","213,447",-46%,"230,869",-50%,,,,,,,1/1/95,-,,Undisclosed,,Undisclosed,New York,New York,New York,NY,United States,B2C,,,0,0,0,No
  BambooHR,BambooHR.com,537,131,No,,,,72,63,9,14%,"671,418","667,955",1%,"646,689",4%,,,,,,,7/17/08,-,,Undisclosed,,Undisclosed,Salt Lake City,Provo,Salt Lake City,UT,United States,B2B,"Human Resources (HR),Career / Job Search",,0,0,0,No
  AppNeta,appneta.com,537,55,No,,,,136,136,0,0%,"220,843","221,171",0%,"214,012",3%,,,,,,,1/1/10,Exited,"Egan-Managed Capital,Bain Capital Ventures,JMI Equity,BDC Venture Capital,Business Development Bank of Canada,Aden Investments,Telus Ventures",$55.8M ,11/12/13,"$7,999,998 ",Boston,SOUTH BOSTON,Boston,MA,United States,"SaaS,B2B","Cloud Computing,Analytics",,0,0,0,No
  Marketo,marketo.com,537,537,No,,,,652,632,20,3%,"2,621,167","2,567,026",2%,"2,511,962",4%,,,,,,,1/1/06,Exited,"InterWest Partners,Storm Ventures,Mayfield Fund,Institutional Venture Partners,Battery Ventures,Bullpen Capital,Hummer Winblad Venture Partners,Glynn Capital Management",$108.4M ,11/16/11,"$50,000,000 ",Bay Area,San Mateo,Bay Area,CA,United States,"Lead Generation,B2B","Analytics,Marketing",,0,0,0,No
  The Climate Corporation,climate.com,537,542,No,,,,210,197,13,7%,"23,127","23,464",-1%,"19,609",18%,"5,635","4,281",32%,,,0,1/1/06,Exited,"Allen & Company,Atomico,Index Ventures,New Enterprise Associates,First Round Capital,Sean Park,Joshua Schachter,Howard Morgan,Salman Ullah,Founders Fund,Khosla Ventures,Google Ventures,Glynn Capital Management,Western Technology Investment,Felicis Ventures,CODE Advisors,SV Angel",$108.9M ,6/14/12,"$50,000,000 ",Bay Area,San Francisco,Bay Area,CA,United States,B2B,"Agriculture,Finance,Insurance",,0,0,0,Yes
  Bridesmaid Wire,bridesmaidwire.com,536,551,No,,,,,,,,"5,051","4,459",13%,"2,656",90%,,,,,,,10/1/11,-,,Undisclosed,,Undisclosed,New York,New York,,NY,United States,B2C,,,0,0,0,No
  From The Bench,fromthebenchgames.com,536,1270,No,,,,,,,,"45,733","43,722",5%,"35,813",28%,"97,964","100,968",-3%,"28,551",243%,-2,1/1/08,Pre Series A,"Caixa Capital Risc,Bonsai Venture Capital",Undisclosed,11/26/13,"$1,000,000 ",Elda(Alicante),Elda(Alicante),,,Spain,,Gaming,,0,0,0,Yes
  Tommy Hilfiger,tommy.com,536,-567,No,,,,4262,4178,84,2%,"1,396,330","1,467,250",-5%,"1,556,944",-10%,,,,,,,,Exited,Apax Partners,Undisclosed,,Undisclosed,Amsterdam,Amsterdam,,,Netherlands,B2C,,,0,0,0,No
  Appsee,appsee.com,536,471,No,,,,9,7,2,29%,"77,841","70,608",10%,"52,012",50%,,,,,,,1/1/12,Pre Series A,"Giza Venture Capital,Moshe Lichtman",$1.0M ,10/22/13,"$1,000,000 ",Tel Aviv,Tel Aviv,,,Israel,B2B,,,0,0,0,No
  Medical Jane,medicaljane.com,536,954,No,,,,3,3,0,0%,"225,028","221,577",2%,"215,132",5%,,,,,,,3/19/13,-,,Undisclosed,,Undisclosed,Los Angeles,Van Nuys,Los Angeles,CA,United States,SaaS,Healthcare,,0,0,0,No
  StreamRoot,streamroot.io,536,926,No,,,,4,4,0,0%,"8,224","6,986",18%,"3,897",111%,,,,,,,,-,,Undisclosed,,Undisclosed,Chatenay-Malabry,Chatenay-Malabry,,,France,,,,0,0,0,No
 CLUBTIX.COM,clubtix.com,536,-29,No,,,,,,,,"104,035","106,808",-3%,"113,227",-8%,,,,,,,1/1/10,-,,Undisclosed,,Undisclosed,,,,,,B2C,,,0,0,0,No
  Tutellus,tutellus.com,536,-200,No,,,,4,4,0,0%,"399,603","402,255",-1%,"404,965",-1%,,,,,,,1/10/12,Pre Series A,,Undisclosed,1/10/12,"$100,000 ",Madrid,Madrid,,,Spain,B2C,Education,,0,0,0,No
  Software Advice,softwareadvice.com,536,589,No,,,,120,109,11,10%,"945,250","924,115",2%,"887,659",6%,,,,,,,1/1/05,-,,Undisclosed,,Undisclosed,Austin,Austin,Austin,TX,United States,B2C,,,0,0,0,No
  ListMinut,listminut.com,536,934,No,,,,12,12,0,0%,"520,316","498,553",4%,"419,786",24%,,,,,,,2/5/13,Late,,Undisclosed,2/5/13,"$20,000 ",Wavre,Wavre,,,Belgium,,,,0,0,0,No
  Hashdoc,hashdoc.com,536,792,No,,,,7,7,0,0%,"206,882","205,102",1%,"147,470",40%,,,,,,,1/1/12,Pre Series A,Oasis 500,Undisclosed,,Undisclosed,Amman,Amman,,,,Consulting,,,0,0,0,No
"  btrax, Inc.",btrax.com,536,262,No,,,,25,22,3,14%,"290,472","293,312",-1%,"270,072",8%,,,,,,,8/8/04,-,,Undisclosed,,Undisclosed,Bay Area,San Francisco,Bay Area,CA,United States,B2B,Media,,0,0,0,No
  Optimizely,optimizely.com,536,126,No,,,,162,154,8,5%,"1,307,868","1,286,535",2%,"1,286,481",2%,,,,,,,1/1/10,A,"Ron Conway,Chris Sacca,Steve Chen,Paul Buchheit,Ashton Kutcher,Mitch Kapor,Chris Dixon,Joshua Schachter,Naval Ravikant,Ram Shriram,Ariel Poler,Brian Sugar,Deep Nishar,Sam Altman,Steve Huffman,Nils Johnson,Jonathan Heiliger,Keval Desai,Elad Gil,Avichal Garg,Founder Collective,Battery Ventures,Google Ventures,InterWest Partners,Felicis Ventures,Raymond Tonsing,Benchmark,Bain Capital Ventures,Y Combinator,Kapor Capital,Lowercase Capital",$31.2M ,4/16/13,"$28,000,000 ",Bay Area,San Francisco,Bay Area,CA,United States,"B2B,SaaS,Subscription","Marketing,Enterprise Software",,0,0,0,No
  Newsweek,newsweek.com,536,-93,No,,,,267,263,4,2%,"1,346,028","1,141,508",18%,"1,104,115",22%,,,,,,,1/1/33,Exited,,Undisclosed,,Undisclosed,New York,New York,New York,NY,United States,,,,0,0,0,No
  Amazon.cn,amazon.cn,535,-375,No,,,,,,,,"15,083,094","15,348,142",-2%,"16,366,389",-8%,,,,,,,,-,,Undisclosed,,Undisclosed,,,,,,B2C,E-Commerce,,0,0,0,No
  Sound Rink,soundrink.com,535,401,No,,,,,,,,"3,114","2,522",23%,"1,615",93%,,,,,,,1/1/12,-,,Undisclosed,,Undisclosed,,,,,,B2C,Music,,0,0,0,No
  Year Up,yearup.org,535,112,No,,,,1468,1476,-8,-1%,"22,749","24,760",-8%,"29,836",-24%,,,,,,,1/1/00,-,,Undisclosed,,Undisclosed,Boston,Boston,,MA,United States,,Career / Job Search,,0,0,0,No
  Global Catalog,globalcatalog.com,535,536,Yes,1000000,9000000,0,,,,,"314,601","310,833",1%,"294,441",7%,,,,,,,1/1/07,-,,Undisclosed,,Undisclosed,Vancouver,Vancouver,,,Canada,"Marketplace,B2B,B2C",Advertising,,0,0,0,No
  monEchelle,monechelle.fr,535,-16,No,,,,,,,,"478,557","468,092",2%,"412,446",16%,,,,,,,6/19/13,Pre Series A,"Denis Fayolle,Business Angels",Undisclosed,11/1/13,"$150,000 ",Courbevoie,Courbevoie,,,France,"Marketplace,B2C",,,0,0,0,No
  Royalty Exchange,royaltyexchange.com,535,805,No,,,,,,,,"30,223","25,701",18%,"15,423",96%,,,,,,,,-,,Undisclosed,,Undisclosed,Raleigh,,,,,,"Music,Finance,Entertainment",,0,0,0,No
" Knightscope, Inc.",knightscope.com,535,933,Yes,1000000,4000000,1150000,9,9,0,0%,"3,946","3,886",2%,"3,454",14%,,,,,,,1/1/13,Pre Series A,"William Santana Li,Stacy Dean Stephens,NTT DOCOMO Ventures",$1.5M ,2/27/14,"$460,000 ",Bay Area,Sunnyvale,Bay Area,CA,United States,,"Analytics,Automotive,Security,Hardware",,0,0,0,No
  Lumi.do,lumi.do,535,-466,No,,,,,,,,"148,109","141,293",5%,"126,709",17%,,,,,,,,-,,Undisclosed,,Undisclosed,London,London,,,United Kingdom,B2C,,,0,0,0,No
  PR Tips For Startups,prtipsforstartups.com,535,275,No,,,,,,,,"28,431","25,467",12%,"23,039",23%,,,,,,,2/11/13,-,,Undisclosed,,Undisclosed,Bay Area,San Francisco,Bay Area,CA,United States,"Lead Generation,B2C",Marketing,,0,0,0,No
FirstPrevious5354555657NextLast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Support© 2014 Mattermark Sources include Crunchbase & AngelList.About Careers Blog Terms& Privacy + Submit a Startup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mattermark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 All Companies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Getting Started,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 VC Portfolios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Angel Portfolios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Accelerators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Funding Rounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 News Mentions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Saved Searches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Watch List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Custom Lists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Vertical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Co-Investors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Filters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Columns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Showing 2,751 to 2,800 of 214,772 entries",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Website,Mattermark Score (?),Weekly Momentum,Is Raising On AngelList,AngelList Raising Amount,AngelList Pre-Money Valuation,AngelList Raised Amount,Employee Count,Employees Month Ago,Employees Added This Month,Employees Month Over Month Growth,Est. Monthly Uniques,Est. Monthly Uniques Week Ago,Monthly Uniques Week Over Week Growth,Est. Monthly Uniques Month Ago,Monthly Uniques Month Over Month Growth,Est. Mobile Downloads,Est. Monthly Mobile Downloads Week Ago,Monthly Mobile Downloads Week Over Week Growth,Est. Monthly Mobile Downloads Month Ago,Monthly Mobile Downloads Month Over Month Growth,Mobile Growth Score,Est. Founding,Stage,Investors,Total Funding,Last Funding,Last Funding Amount,Location,City,Region,State,Country,Business Models,Industries,Keywords,Interested,Alert,Custom List,Has Mobile App
  Breather,breather.com,535,1547,No,,,,7,7,0,0%,"83,785","52,579",59%,"31,810",163%,,,,,,,11/1/12,Pre Series A,Structure Capital,$1.5M ,6/5/13,"$1,500,000 ",Montreal,Montreal,,Quebec,Canada,B2C,"Real Estate,Hospitality,Mobile",,0,0,0,Yes
  WISHCLOUDS,wishclouds.com,535,427,No,,,,11,11,0,0%,"1,700","1,877",-9%,"1,930",-12%,,"1,440",,"5,333",,0,,-,,Undisclosed,,Undisclosed,Los Angeles,Los Angeles,,,United States,B2C,"E-Commerce,Advertising,Mobile",,0,0,0,Yes
  Opinion Stage,opinionstage.com,535,0,No,,,,3,3,0,0%,"652,582","659,226",-1%,"647,697",1%,,,,,,,,-,,Undisclosed,,Undisclosed,New York,,New York,NY,United States,B2B,Market Research,,0,0,0,No
  Ubiq,ubiq.co,535,774,No,,,,1,1,0,0%,"89,011","82,608",8%,"71,753",24%,,,,,,,,Pre Series A,The Morpheus,Undisclosed,,Undisclosed,Thane(W),Thane(W),,,India,B2B,Analytics,,0,0,0,No
  Nuzzel,nuzzel.com,535,17,No,,,,4,4,0,0%,"225,720","226,821",0%,"240,553",-6%,,,,,,,,Pre Series A,"Dave McClure,Eric Ries,Zachary Bogue,George Zachary,Ronny Conway,Stephanie Palmeri,Raymond Tonsing,SoftTech VC,500 Startups,Andreessen Horowitz,Charles River Ventures,Voyager Capital,IDG Ventures,Founders Den,IDG Ventures USA",$1.7M ,11/15/12,"$1,700,000 ",Bay Area,San Francisco,Bay Area,CA,United States,B2C,Media,,0,0,0,No
  MoonClerk,moonclerk.com,535,965,No,,,,3,3,0,0%,"119,707","95,227",26%,"67,733",77%,,,,,,,5/1/12,Pre Series A,The Iron Yard,Undisclosed,8/15/12,Undisclosed,Greenville,Greenville,,SC,United States,"SaaS,B2B,B2C",Healthcare,,0,0,0,No
  D-Link,dlink.com,535,-80,No,,,,2732,2728,4,0%,"1,557,403","1,558,616",0%,"1,580,178",-1%,"35,925","48,568",-26%,"51,621",-30%,4,1/1/86,-,,Undisclosed,,Undisclosed,Taipei,Taipei,,CA,Taiwan,"B2C,B2B","Security,Telecommunications",,0,0,0,Yes
  Kifi,kifi.com,534,-167,No,,,,,,,,"16,038","16,424",-2%,"14,237",13%,,,,,,,,-,,Undisclosed,,Undisclosed,,,,,,B2C,,,0,0,0,No
  Skintopia,skintopia.com.au,534,28,No,,,,,,,,"9,623","9,549",1%,"6,819",41%,,,,,,,,-,,Undisclosed,,Undisclosed,Prahran,Prahran,,,Australia,,"E-Commerce,Healthcare",,0,0,0,No
  Pixartprinting,pixartprinting.com,534,-1359,No,,,,,,,,"119,509","152,071",-21%,"217,683",-45%,,,,,,,1/1/94,-,,Undisclosed,,Undisclosed,,,,,,,,,0,0,0,No
  Orchard Labs,getorchard.com,534,652,No,,,,,,,,"52,942","53,853",-2%,"46,785",13%,,,,,,,11/1/12,-,,Undisclosed,,Undisclosed,Toronto,Toronto,,ON,Canada,Marketplace,"E-Commerce,Mobile",,0,0,0,No
  eLearning Industry,elearningindustry.com,534,238,No,,,,5,5,0,0%,"393,211","389,626",1%,"384,188",2%,,,,,,,,-,,Undisclosed,,Undisclosed,Wilmington,Wilmington,,,United States,,"Media,Education",,0,0,0,No
  Listar,listar.com,534,-827,No,,,,,,,,"45,518","56,673",-20%,"98,680",-54%,,,,,,,,Pre Series A,,"$250,000 ",1/1/12,"$250,000 ",Miami,Miami,,FL,United States,B2C,"E-Commerce,Social Networking",,0,0,0,No
  WisePricer,wisepricer.com,534,27,No,,,,23,19,4,21%,"251,274","247,296",2%,"244,628",3%,,,,,,,4/1/12,Pre Series A,"500 Startups,Gil Hirsch,Ofer Wald",Undisclosed,9/1/12,Undisclosed,Bay Area,San Francisco,Bay Area,CA,United States,"SaaS,B2B","E-Commerce,Enterprise Software",,0,0,0,No
  TradeOne Marketing,tradeonemktg.com,534,303,No,,,,42,41,1,2%,"283,677","280,826",1%,"235,223",21%,,,,,,,,Exited,,Undisclosed,,Undisclosed,Austin,Austin,Austin,TX,United States,B2B,Marketing,,0,0,0,No
  Bislr,bislr.com,534,-55,No,,,,25,24,1,4%,"153,274","162,269",-6%,"219,479",-30%,,,,,,,1/1/11,A,"Southern Cross Venture Partners,Timothy Draper,Terry Garnett",$9.9M ,2/12/14,"$3,360,272 ",Bay Area,San Francisco,Bay Area,CA,United States,"Lead Generation,B2B","E-Commerce,Enterprise Software,Marketing",,0,0,0,No
  Polantis,polantis.com,534,188,No,,,,4,4,0,0%,"307,008","302,256",2%,"287,605",7%,,,,,,,8/1/08,Pre Series A,"SIBESSOR,Investessor,Manesman",Undisclosed,4/1/10,"$340,000 ",Le Pecq,Le Pecq,,,France,B2B,,,0,0,0,No
  GrooveBook,groovebook.com,533,506,No,,,,,,,,"204,001","203,550",0%,"139,432",46%,"16,342","26,240",-38%,"154,896",-89%,-9,,-,,Undisclosed,,Undisclosed,,,,,,,,,0,0,0,Yes
  Tata Steel,tatasteel.com,533,897,No,,,,,,,,"47,317","46,245",2%,"30,685",54%,,,,,,,1/1/07,-,,Undisclosed,,Undisclosed,Mumbai,Mumbai,,,India,,,,0,0,0,No
  Fitbay,fitbay.com,533,287,No,,,,,,,,"10,704","8,394",28%,"4,230",153%,,,,,,,5/1/13,Pre Series A,"Jesper Buch,Creandum","$400,000 ",1/28/14,"$400,000 ",Copenhagen,Copenhagen,,,,,E-Commerce,,0,0,0,No
  Mapillary,mapillary.com,533,1172,No,,,,,,,,"2,613",644,306%,79,3208%,,,,,,,,-,,Undisclosed,,Undisclosed,,,,,,,Mobile,,0,0,0,No
  Idressin,idressin.com,533,269,No,,,,,,,,"7,057","6,941",2%,"4,574",54%,,,,,,,2/10/13,-,,Undisclosed,,Undisclosed,,,,,,B2C,,,0,0,0,No
  Suomen Ostohyvitys,ostohyvitys.fi,533,-747,No,,,,7,7,0,0%,"50,144","48,840",3%,"41,218",22%,,,,,,,1/1/11,Pre Series A,Startup Sauna,Undisclosed,,Undisclosed,Kotka,Kotka,,,Finland,,,,0,0,0,No
  Launchr,launchr.com,533,-14,No,,,,,,,,"12,456","10,044",24%,"10,890",14%,,,,,,,1/1/10,Late,,Undisclosed,1/1/10,"$250,000 ",Cologne,Cologne,,,Germany,SaaS,Network / Hosting / Infrastructure,,0,0,0,No
  IMJ FENOX PTE. LTD,imjfenox.com,533,951,No,,,,,,,,"10,870","10,470",4%,"4,217",158%,,,,,,,2/1/13,-,,Undisclosed,,Undisclosed,Singapore,Singapore,,,Singapore,,Crowdfunding,,0,0,0,No
  AllTheRooms,alltherooms.com,533,168,No,,,,5,4,1,25%,"7,287","7,814",-7%,"11,263",-35%,,,,,,,1/1/13,-,,Undisclosed,,Undisclosed,New York,New York,New York,NY,United States,B2C,"Travel,Hospitality",,0,0,0,No
  NACS,nacsonline.com,533,66,No,,,,129,129,0,0%,"63,690","61,316",4%,"46,773",36%,,,,,,,8/14/61,-,,Undisclosed,,Undisclosed,Alexandria,Alexandria,,VA,United States,B2C,,,0,0,0,No
  87 Seconds,87seconds.com,533,1553,No,,,,9,10,-1,-10%,"211,808","207,679",2%,"142,319",49%,,,,,,,8/1/12,-,,Undisclosed,,Undisclosed,Etterbeek,Etterbeek,,,Belgium,B2B,,,0,0,0,No
  TYLT,tylt.com,533,-665,No,,,,,,,,"87,283","124,650",-30%,"168,586",-48%,,,,,,,3/1/11,-,,Undisclosed,,Undisclosed,,,,,,B2C,,,0,0,0,No
  Tipalti,tipalti.com,533,-156,No,,,,15,15,0,0%,"341,471","357,401",-4%,"378,815",-10%,,,,,,,,-,,Undisclosed,,Undisclosed,Los Angeles,Agoura Hills,Los Angeles,CA,United States,"Lead Generation,B2C,B2B","E-Commerce,Advertising",,0,0,0,No
  Friendbuy,friendbuy.com,533,0,No,,,,9,9,0,0%,"267,287","270,022",-1%,"275,095",-3%,,,,,,,1/1/10,Pre Series A,"e.ventures,Greycroft Partners",Undisclosed,,Undisclosed,Los Angeles,Los Angeles,,CA,United States,B2B,,,0,0,0,No
  Farfetch,farfetch.com,533,-236,No,,,,323,315,8,3%,"2,365,802","2,385,948",-1%,"2,504,631",-6%,,,,,,,1/1/07,C,"Advent Venture Partners,Index Ventures,e.ventures,Redpoint Ventures,Redpoint eVentures",$42.5M ,3/3/13,"$20,000,000 ",Los Angeles,Cerritos,Los Angeles,CA,United States,B2C,E-Commerce,,0,0,0,No
  CBS Interactive,cbsinteractive.com,533,38,No,,,,1997,1985,12,1%,"1,089,395","1,089,756",0%,"1,112,096",-2%,,,,,,,1/1/11,Exited,,Undisclosed,,Undisclosed,Bay Area,San Francisco,Bay Area,CA,United States,,,,0,0,0,No
  iWeb Technologies,iweb.com,533,86,No,,,,190,191,-1,-1%,"1,505,958","1,513,813",-1%,"1,512,988",0%,,,,,,,10/1/96,A,"Goldman Sachs,Bank of Montreal (BMO),BDC Venture Capital,National Bank Financial,GMP Securities,Cormark Securities Inc.,Novacap",$22.0M ,8/27/08,"$22,000,000 ","Montreal, QuÃ©bec","Montreal, QuÃ©bec",,Qc,Canada,B2B,Network / Hosting / Infrastructure,,0,0,0,No
  SketchDeck,sketch-deck.com,532,854,No,,,,,,,,"3,658","3,422",7%,781,368%,,,,,,,,-,,Undisclosed,,Undisclosed,,,,,,"Consulting,B2B","Education,Enterprise Software",,0,0,0,No
 TheReadingRoom,thereadingroom.com,532,-26,No,,,,,,,,"154,038","154,686",0%,"149,046",3%,,,,,,,1/1/09,A,,$2.8M ,12/3/13,"$2,750,000 ",New York,NEW YORK,New York,NY,United States,,,,0,0,0,No
  Setujuh.com,setujuh.com,532,24,No,,,,,,,,"11,637","11,651",0%,"22,120",-47%,,,,,,,7/21/13,-,,Undisclosed,,Undisclosed,,,,,,,,,0,0,0,No
  Gettable,gettable.ru,532,479,No,,,,,,,,"16,194","15,825",2%,"11,274",44%,,,,,,,,-,,Undisclosed,,Undisclosed,Russian Federation,,,,Russian Federation,,Classifieds,,0,0,0,No
  TanyaDok,tanyadok.com,532,859,No,,,,,,,,"220,865","208,065",6%,"93,585",136%,,,,,,,,-,,Undisclosed,,Undisclosed,Jakarta,Jakarta,,,Indonesia,,Mobile,,0,0,0,No
  Dynadmic,dynadmic.com,532,1069,No,,,,14,14,0,0%,"20,631","18,522",11%,"14,673",41%,,,,,,,1/1/12,Pre Series A,,$1.5M ,6/1/12,"$1,500,000 ",Grasse,Grasse,,,France,"Advertising,B2B",Advertising,,0,0,0,No
  SpyderWeb LLC,spyderweb.co,532,-983,No,,,,4,4,0,0%,"11,127","13,280",-16%,"20,442",-46%,,,,,,,,-,,Undisclosed,,Undisclosed,Naperville,Naperville,,IL,United States,"Consulting,B2B","Software Development,Marketing",,0,0,0,No
  Kiwi Wearable Technologies,kiwiwearables.com,532,824,No,,,,,,,,"14,932","14,617",2%,"12,455",20%,,,,,,,5/20/13,-,,Undisclosed,,Undisclosed,Toronto,Toronto,,ON,Canada,B2C,"Hardware,Mobile",,0,0,0,No
  ?? ??? NetBarg,NetBarg.com,532,287,No,,,,7,7,0,0%,"1,528,703","1,517,668",1%,"1,444,888",6%,,,,,,,1/20/11,-,,Undisclosed,,Undisclosed,Tehran,Tehran,,,IRN,B2C,Marketing,,0,0,0,No
  jobyourlife,jobyourlife.com,532,0,No,,,,11,10,1,10%,"28,291","27,559",3%,"16,642",70%,,,,,,,1/1/12,Pre Series A,,Undisclosed,1/12/14,"$500,000 ",Milano,Milano,,MI,Italy,B2C,"Human Resources (HR),Social Networking,Career / Job Search",,0,0,0,No
  Traveloka,traveloka.com,532,411,No,,,,33,29,4,14%,"819,773","805,390",2%,"771,469",6%,,,,,,,,-,,Undisclosed,,Undisclosed,Jakarta Barat,Jakarta Barat,,,Indonesia,B2C,"Travel,Hospitality",,0,0,0,No
  Aegis Media,aemedia.com,532,63,No,,,,2223,2106,117,6%,"82,233","80,170",3%,"68,722",20%,,,,,,,1/1/68,-,,Undisclosed,,Undisclosed,New York,New York,New York,NY,United States,B2B,,,0,0,0,No
  Elementum,elementum.com,531,607,No,,,,,,,,"3,404","3,222",6%,588,479%,,,,,,,,-,,Undisclosed,,Undisclosed,Mountain View,Mountain View,,CA,,"SaaS,B2B",,,0,0,0,No
  Trello,trello.com,531,569,No,,,,,,,,"5,185,822","5,157,090",1%,"5,019,254",3%,"34,573","44,692",-23%,"42,265",-18%,4,,-,,Undisclosed,,Undisclosed,,,,,,,,,0,0,0,Yes
  Wifithermostat,wifithermostat.com,531,-294,No,,,,,,,,"30,132","28,734",5%,"26,668",13%,,,,,,,,-,,Undisclosed,,Undisclosed,,,,,,,,,0,0,0,No
  Piccolo Universe,piccolouniverse.com,531,-778,No,,,,,,,,"4,438","5,159",-14%,"17,729",-75%,,,,,,,9/1/13,-,,Undisclosed,,Undisclosed,Miami,Miami,Miami,FL,United States,,,,0,0,0,No
FirstPrevious5455565758NextLast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Support© 2014 Mattermark Sources include Crunchbase & AngelList.About Careers Blog Terms& Privacy + Submit a Startup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mattermark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 All Companies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Getting Started,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 VC Portfolios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Angel Portfolios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Accelerators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Funding Rounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 News Mentions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Saved Searches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Watch List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Custom Lists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Vertical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
