Name,Pagerank,In-degree Centrality,Out-degree Centrality,Closeness Centrality,Betweenness Centrality,Eigenvector Centrality
"Target Partners","0.00125855074455","0.0166112956811","0.0166112956811","0.362917019315","0.00607896394475","0.0430730492254"
"Oxford Capital Partners","0.0012571125447","0.0232558139535","0.0232558139535","0.363469825132","0.00200285530156","0.0430730492254"
"Mangrove Capital Partners","0.0012323282569","0.0581395348837","0.0581395348837","0.421214369284","0.000796996594026","0.0430730492254"
"Genesis Partners","0.00123054696034","0.0531561461794","0.0531561461794","0.416073130252","0.000241970889135","0.0430730492254"
"Abingworth","0.0012302197485","0.0531561461794","0.0531561461794","0.401375845583","0.00030368115113","0.0430730492254"
"Summerhill Venture Partners","0.00122404953804","0.0531561461794","0.0531561461794","0.408592363355","0.000990140246846","0.0430730492254"
"OVP Venture Partners","0.00121463547664","0.0598006644518","0.0598006644518","0.417894816461","0.000546456700857","0.0430730492254"
"Cipio Partners","0.00121320079633","0.0564784053156","0.0564784053156","0.413907962184","0.000451684266592","0.0430730492254"
"Javelin Venture Partners","0.00118863099276","0.0714285714286","0.0714285714286","0.408942485346","0.000403114693604","0.0430730492254"
"Spark Ventures","0.00118738395719","0.046511627907","0.046511627907","0.41319123844","0.00482429994395","0.0430730492254"
"Signia Venture Partners","0.00118714488376","0.0697674418605","0.0697674418605","0.411055883203","0.000334696488317","0.0430730492254"
"ACT Venture Capital","0.00118329974177","0.0348837209302","0.0348837209302","0.404094733614","0.000514630113683","0.0430730492254"
"Novak Biddle Venture Partners","0.00117674199828","0.0581395348837","0.0581395348837","0.413907962184","0.000384527155651","0.0430730492254"
"MESA+","0.00116597155554","0.0614617940199","0.0614617940199","0.407545585311","0.000199419553368","0.0430730492254"
"Resolute.vc","0.00115062093552","0.0614617940199","0.0614617940199","0.409293207889","0.000244466760777","0.0430730492254"
"Palomar Ventures","0.00114554138003","0.0598006644518","0.0598006644518","0.412120794818","0.000313981668156","0.0430730492254"
"Real Ventures","0.00114478904583","0.0514950166113","0.0514950166113","0.397034842262","0.000327031154344","0.0430730492254"
"GrandBanks Capital","0.00113839466008","0.0581395348837","0.0581395348837","0.417529204198","0.000300416042003","0.0430730492254"
"MHS Capital","0.00113614235309","0.0664451827243","0.0664451827243","0.411055883203","0.00026151269421","0.0430730492254"
"DFJ Frontier","0.00113180111781","0.0581395348837","0.0581395348837","0.407545585311","0.000647995387961","0.0430730492254"
"Albion Ventures","0.00113083490162","0.0166112956811","0.0166112956811","0.333498169391","0.000540914867729","0.0430730492254"
"IP Group Plc","0.00112571164955","0.00830564784053","0.00830564784053","0.291352796336","0.000180385527773","0.0430730492254"
"OCA Ventures","0.00112457746192","0.0448504983389","0.0448504983389","0.402391130184","0.00161778023104","0.0430730492254"
"Sunstone Capital","0.00112049807062","0.0365448504983","0.0365448504983","0.403070844931","0.00181092932289","0.0430730492254"
"Alsop Louie Partners","0.00111508900357","0.0548172757475","0.0548172757475","0.404094733614","0.00301767361662","0.0430730492254"
"The Westly Group","0.00111173554528","0.0431893687708","0.0431893687708","0.402391130184","0.00128718447317","0.0430730492254"
"StarVest Partners","0.00110894823172","0.0681063122924","0.0681063122924","0.41643619581","0.000464410206754","0.0430730492254"
"Eden Ventures","0.00109403551721","0.0365448504983","0.0365448504983","0.410348994324","0.00224071968262","0.0430730492254"
"AME Cloud Ventures","0.00107963244826","0.063122923588","0.063122923588","0.412476992566","0.000272109578711","0.0430730492254"
"Voyager Capital","0.00107393803592","0.0531561461794","0.0531561461794","0.403411564158","0.000106961155202","0.0430730492254"
"Connecticut Innovations","0.00107108116571","0.0249169435216","0.0249169435216","0.37785897102","0.000709739610929","0.0430730492254"
"Helion Venture Partners","0.00107016532836","0.0448504983389","0.0448504983389","0.408242840375","0.000365106647151","0.0430730492254"
"Mercury Fund","0.00106698684835","0.0431893687708","0.0431893687708","0.396375315946","0.00274303923583","0.0430730492254"
"JMI Equity","0.00106605182326","0.0415282392027","0.0415282392027","0.402391130184","0.0029850598488","0.0430730492254"
"Updata Partners","0.00106440171756","0.0398671096346","0.0398671096346","0.394736046649","0.000495368567142","0.0430730492254"
"RockPort Capital Partners","0.00105935492205","0.0548172757475","0.0548172757475","0.412120794818","0.000184470518877","0.0430730492254"
"Third Rock Ventures","0.0010588321145","0.0398671096346","0.0398671096346","0.400701830729","0.000166846388614","0.0430730492254"
"Notion Capital","0.00105070523579","0.031561461794","0.031561461794","0.392786732838","0.00194871782491","0.0430730492254"
"Southern Cross Venture Partners","0.00104956565787","0.0398671096346","0.0398671096346","0.401038554957","0.00314472121567","0.0430730492254"
"Robert Bosch Venture Capital","0.00104476150423","0.0282392026578","0.0282392026578","0.38768146255","0.00604665007961","0.0430730492254"
"ACE & Company","0.00104107905294","0.0548172757475","0.0548172757475","0.414627176715","0.000160418740468","0.0430730492254"
"Cowboy Ventures","0.00104036058868","0.063122923588","0.063122923588","0.408592363355","0.000111573739219","0.0430730492254"
"Summit Partners","0.0010353720861","0.0431893687708","0.0431893687708","0.398028257213","0.000614273904169","0.0430730492254"
"Tribeca Venture Partners","0.00101844651849","0.0514950166113","0.0514950166113","0.405468037722","0.000341298386025","0.0430730492254"
"OpenView Venture Partners","0.00101803586348","0.0548172757475","0.0548172757475","0.411765211733","0.000554803835461","0.0430730492254"
"HLM Venture Partners","0.00101495797065","0.0564784053156","0.0564784053156","0.40205213176","0.000201983456715","0.0430730492254"
"Band of Angels","0.00101200649964","0.0581395348837","0.0581395348837","0.416073130252","0.000199031865922","0.0430730492254"
"Evergreen Venture Partners","0.00100958068561","0.0365448504983","0.0365448504983","0.406158196084","0.000100254102488","0.0430730492254"
"VegasTechFund","0.00100506659085","0.0581395348837","0.0581395348837","0.397365429141","0.000158748934128","0.0430730492254"
"Brandon Capital Partners","0.0010001305992","0.00332225913621","0.00332225913621","0.239696574786","0.00295741869863","0.0430730492254"
"Kernel Capital Partners","0.000997067015968","0.00996677740864","0.00996677740864","0.357480060224","2.12617509442e-06","0.0430730492254"
"Juniper Networks","0.000980682864369","0.0548172757475","0.0548172757475","0.408942485346","5.09982361944e-05","0.0430730492254"
"Atlantic Bridge","0.000980010147052","0.0382059800664","0.0382059800664","0.402730700758","0.000206713155248","0.0430730492254"
"Altos Ventures","0.000979771102737","0.0382059800664","0.0382059800664","0.393110280394","0.00025487700138","0.0430730492254"
"Applied Ventures","0.000979728499421","0.0448504983389","0.0448504983389","0.402730700758","0.00105414372777","0.0430730492254"
"Celtic House Venture Partners","0.000974992030776","0.031561461794","0.031561461794","0.401375845583","0.000327675209263","0.0430730492254"
"Parkwalk Advisors Ltd","0.000973187210184","0.00664451827243","0.00664451827243","0.275063908011","0.000815041153637","0.0430730492254"
"Adara Venture Partners","0.000971345537417","0.0232558139535","0.0232558139535","0.388945297798","0.00128476484037","0.0430730492254"
"NewSchools Venture Fund","0.000971069725698","0.0382059800664","0.0382059800664","0.397696566999","0.000817166128803","0.0430730492254"
"K9 Ventures","0.000969193385754","0.046511627907","0.046511627907","0.404094733614","6.55048638119e-05","0.0430730492254"
"Aisling Capital","0.000948450210518","0.0415282392027","0.0415282392027","0.396046373775","0.000251032330189","0.0430730492254"
"White Star Capital","0.000944928080801","0.0514950166113","0.0514950166113","0.409996460824","0.000155490743876","0.0430730492254"
"Easton Capital","0.000943984038944","0.0382059800664","0.0382059800664","0.395717977113","0.000497708958415","0.0430730492254"
"Northstar Ventures","0.000926327224395","0.00664451827243","0.00664451827243","0.289936743863","4.40619130892e-05","0.0430730492254"
"The North West Fund","0.00092129766846","0.00830564784053","0.00830564784053","0.287838287333","0.00225983027961","0.0430730492254"
"Silver Lake Partners","0.000917077745308","0.046511627907","0.046511627907","0.411055883203","9.06288821471e-05","0.0430730492254"
"Reed Elsevier Ventures","0.000915580816009","0.046511627907","0.046511627907","0.39869330025","0.000279164483196","0.0430730492254"
"ARTIS Ventures","0.00090756429032","0.0498338870432","0.0498338870432","0.408592363355","0.000110625776806","0.0430730492254"
"Walden Venture Capital","0.000902728696655","0.0531561461794","0.0531561461794","0.417164231118","0.000121065041918","0.0430730492254"
"Fairhaven Capital Partners","0.000900015330523","0.0498338870432","0.0498338870432","0.412476992566","0.000183641902285","0.0430730492254"
"Kreos Capital","0.000890182447718","0.0299003322259","0.0299003322259","0.386425814088","0.000721594416694","0.0430730492254"
"RTP Ventures","0.000887213780971","0.0548172757475","0.0548172757475","0.412833806573","9.34761658045e-05","0.0430730492254"
"Dawn Capital","0.000874025373346","0.0232558139535","0.0232558139535","0.393434361417","0.00312454533068","0.0430730492254"
"MIG AG","0.000869149188931","0.00332225913621","0.00332225913621","0.270541882312","0.00295741869863","0.0430730492254"
"Slow Ventures","0.000866583699539","0.0365448504983","0.0365448504983","0.401713704039","0.000345855686489","0.0430730492254"
"Golden Venture Partners","0.000861334993964","0.046511627907","0.046511627907","0.397696566999","0.000127939912285","0.0430730492254"
"Vast Ventures","0.000851753415217","0.046511627907","0.046511627907","0.398028257213","0.000108175018343","0.0430730492254"
"Karlin Ventures","0.000839486008402","0.031561461794","0.031561461794","0.38768146255","0.000214249687435","0.0430730492254"
"DBL Investors","0.000836738102524","0.0415282392027","0.0415282392027","0.39969504221","0.000100144486583","0.0430730492254"
"Lakestar","0.000831759914969","0.0498338870432","0.0498338870432","0.412833806573","0.000182306210649","0.0430730492254"
"General Atlantic","0.000819734890103","0.0415282392027","0.0415282392027","0.407893914871","1.78678915913e-05","0.0430730492254"
"Creandum","0.000817990396652","0.0299003322259","0.0299003322259","0.393434361417","6.41822891529e-05","0.0430730492254"
"Verizon Ventures","0.000816538235246","0.0448504983389","0.0448504983389","0.390856576903","0.000112946393689","0.0430730492254"
"PivotNorth Capital","0.000815718757106","0.0382059800664","0.0382059800664","0.393758977227","1.96892595908e-05","0.0430730492254"
"Frazier Technology Ventures","0.000808677392704","0.0448504983389","0.0448504983389","0.407545585311","6.64976500544e-05","0.0430730492254"
"Asset Management Ventures","0.000806995066268","0.0398671096346","0.0398671096346","0.409293207889","0.000264114493493","0.0430730492254"
"Science","0.000797077501261","0.0398671096346","0.0398671096346","0.392463717433","0.000113517038954","0.0430730492254"
"kbs+ Ventures","0.000796251175764","0.0332225913621","0.0332225913621","0.375480629739","1.83184453475e-05","0.0430730492254"
"Enterprise Equity Limited","0.000793613323564","0.014950166113","0.014950166113","0.371389790194","6.47381081077e-05","0.0430730492254"
"MK Capital","0.000791298874215","0.0431893687708","0.0431893687708","0.400030075774","0.000163975600772","0.0430730492254"
"Artiman Ventures","0.000788040107706","0.0348837209302","0.0348837209302","0.397696566999","4.22067552039e-05","0.0430730492254"
"Costanoa Venture Capital","0.000787977943651","0.0398671096346","0.0398671096346","0.398360501168","9.33118952681e-05","0.0430730492254"
"Bee Partners","0.000786976101624","0.0448504983389","0.0448504983389","0.400365671475","0.000121387078455","0.0430730492254"
"Uniseed Pty","0.000782352547302","0.00830564784053","0.00830564784053","0.327322277365","0.00590626131713","0.0430730492254"
"Frog Capital","0.000778651519114","0.00996677740864","0.00996677740864","0.311308467318","0.000154506451839","0.0430730492254"
"HV Holtzbrinck Ventures","0.000778232983836","0.0282392026578","0.0282392026578","0.3886285671","0.000306775069688","0.0430730492254"
"Playfair Capital","0.000775469580691","0.0116279069767","0.0116279069767","0.348856637718","0.00126499710974","0.0430730492254"
"Active Venture Partners","0.000773991121065","0.00498338870432","0.00498338870432","0.3003372438","0.00295935784573","0.0430730492254"
"MVM Life Science Partners","0.000772555433204","0.0249169435216","0.0249169435216","0.380874605266","0.000458222449108","0.0430730492254"
"Covera Ventures","0.000770456004576","0.0365448504983","0.0365448504983","0.399360569371","0.000208856943564","0.0430730492254"
"Bowery Capital","0.00076987168017","0.0415282392027","0.0415282392027","0.40205213176","2.97125185463e-05","0.0430730492254"
"Wellington Financial","0.000766643382067","0.031561461794","0.031561461794","0.392463717433","0.000258963921895","0.0430730492254"
"Ecosystem Ventures","0.00076306283937","0.0415282392027","0.0415282392027","0.400365671475","0.000166714763939","0.0430730492254"
"Origin Ventures","0.000760656476139","0.0182724252492","0.0182724252492","0.36909194153","0.00049119851363","0.0430730492254"
"Starfish Ventures","0.000759632254457","0.0249169435216","0.0249169435216","0.390217400162","0.000333988206291","0.0430730492254"
"Formation 8","0.000738518205714","0.0365448504983","0.0365448504983","0.396046373775","2.45250861992e-05","0.0430730492254"
"Millennium Technology Value Partners","0.000736963079298","0.0382059800664","0.0382059800664","0.40512383735","6.93324486212e-05","0.0430730492254"
"Cultivian Ventures","0.00073401348919","0.0116279069767","0.0116279069767","0.351684510242","0.00299448087978","0.0430730492254"
"Adobe Ventures","0.000731501600148","0.031561461794","0.031561461794","0.387366786038","4.07083246744e-05","0.0430730492254"
"Advantage Capital Partners","0.000730421189183","0.0265780730897","0.0265780730897","0.400030075774","0.000190167226603","0.0430730492254"
"Trestle Ventures","0.000728255752751","0.00498338870432","0.00498338870432","0.289584878883","0.00295741869863","0.0430730492254"
"Amplify Partners","0.000724431658966","0.0348837209302","0.0348837209302","0.400701830729","0.000296474623941","0.0430730492254"
"Acton Capital Partners","0.000723399248755","0.0265780730897","0.0265780730897","0.39969504221","5.94704734787e-05","0.0430730492254"
"Ascension Ventures","0.000722983171854","0.0249169435216","0.0249169435216","0.373716429443","0.000174796811182","0.0430730492254"
"Birchmere Ventures","0.000710923762594","0.0332225913621","0.0332225913621","0.392786732838","0.000284349294515","0.0430730492254"
"SeventySix Captial","0.000700948551511","0.0348837209302","0.0348837209302","0.38958031053","2.17658608618e-05","0.0430730492254"
"Terra Rossa Capital","0.000698478723001","0.00166112956811","0.00166112956811","0.18892948551","0.0","0.0430730492254"
"Scout Ventures","0.000697932113491","0.0299003322259","0.0299003322259","0.368806708191","0.000111838873186","0.0430730492254"
"TA Associates","0.000697686719627","0.0166112956811","0.0166112956811","0.371389790194","0.000888695859109","0.0430730492254"
"Enjoyventure Management","0.000695967620728","0.00664451827243","0.00664451827243","0.326426730779","0.00295741869863","0.0430730492254"
"Idealab","0.000695601359812","0.0398671096346","0.0398671096346","0.404094733614","5.32109964773e-05","0.0430730492254"
"New Markets Venture Partners","0.000686387915601","0.0299003322259","0.0299003322259","0.383321992288","0.000251234691944","0.0430730492254"
"Four Rivers Group","0.000686134943496","0.0332225913621","0.0332225913621","0.394084129148","2.78999588363e-05","0.0430730492254"
"Valar Ventures","0.000685792897885","0.0232558139535","0.0232558139535","0.382094379823","0.00021145659712","0.0430730492254"
"KEC Ventures","0.000685354783379","0.0265780730897","0.0265780730897","0.378758635237","0.00011424269783","0.0430730492254"
"Spectrum Equity","0.000683828335201","0.0348837209302","0.0348837209302","0.404437186779","0.00011836161909","0.0430730492254"
"Yaletown Venture Partners","0.000682287116632","0.0166112956811","0.0166112956811","0.336081605915","7.89457287632e-05","0.0430730492254"
"Illuminate Ventures","0.000673880716018","0.0348837209302","0.0348837209302","0.394736046649","5.49981846341e-05","0.0430730492254"
"Capricorn Investment Group","0.000669823810419","0.0332225913621","0.0332225913621","0.390217400162","2.83650112762e-05","0.0430730492254"
"Finance Wales","0.000669297295006","0.00996677740864","0.00996677740864","0.301856976849","0.000163549955382","0.0430730492254"
"Hyde Park Venture Partners","0.000669235909121","0.0166112956811","0.0166112956811","0.3503934511","0.000512663491004","0.0430730492254"
"Passion Capital","0.000666621671313","0.0232558139535","0.0232558139535","0.385489402584","0.000140957926436","0.0430730492254"
"Catapult Venture Managers","0.000662781704611","0.00498338870432","0.00498338870432","0.279903742169","3.52332898864e-06","0.0430730492254"
"IQ Capital Partners","0.000654765076727","0.0116279069767","0.0116279069767","0.350908735587","0.000461719845019","0.0430730492254"
"Highway 12 Ventures","0.000653341903978","0.0215946843854","0.0215946843854","0.371679034578","2.27478297426e-05","0.0430730492254"
"Deutsche Telekom","0.000648932735177","0.0265780730897","0.0265780730897","0.401713704039","7.81771198156e-05","0.0430730492254"
"Alfred Wieder AG","0.000642811668566","0.00166112956811","0.00166112956811","0.207584115006","0.0","0.0430730492254"
"Ribbit Capital","0.000638820615372","0.0265780730897","0.0265780730897","0.38958031053","9.92678861192e-05","0.0430730492254"
"Version One Ventures","0.000638590140315","0.0299003322259","0.0299003322259","0.380874605266","4.2695804442e-05","0.0430730492254"
"Crosspoint Venture Partners","0.000636792796044","0.0265780730897","0.0265780730897","0.382707201603","6.59126809957e-05","0.0430730492254"
"Edison Ventures","0.00063628672969","0.0265780730897","0.0265780730897","0.386738963046","5.20341010658e-05","0.0430730492254"
"Seven Spires Investment","0.000631802718619","0.00830564784053","0.00830564784053","0.347839562973","0.000404049299259","0.0430730492254"
"Inventus Capital Partners","0.000628298089656","0.0265780730897","0.0265780730897","0.397034842262","1.88941982124e-05","0.0430730492254"
"Cue Ball","0.000626854236028","0.0265780730897","0.0265780730897","0.385801035084","0.000147000432954","0.0430730492254"
"TLcom Capital Partners","0.000616466226847","0.0132890365449","0.0132890365449","0.333498169391","0.000185182373294","0.0430730492254"
"KPCB Holdings","0.000615790725525","0.0265780730897","0.0265780730897","0.389262545187","7.69831365208e-06","0.0430730492254"
"Osage Venture Partners","0.000614191482811","0.0116279069767","0.0116279069767","0.352724227937","0.000162044481613","0.0430730492254"
"Subtraction Capital","0.000611186188296","0.0265780730897","0.0265780730897","0.379360795229","5.21507221521e-05","0.0430730492254"
"NewSpring Capital","0.000601179380233","0.0232558139535","0.0232558139535","0.38424789082","0.000174607849688","0.0430730492254"
"Clarendon Fund Managers","0.000598376120037","0.00830564784053","0.00830564784053","0.343582347299","7.91839756828e-05","0.0430730492254"
"Synergis Technologies","0.00059548574884","0.00332225913621","0.00332225913621","0.21972186022","0.0","0.0430730492254"
"Brooklyn Bridge Ventures","0.000594018253469","0.0249169435216","0.0249169435216","0.38705261995","3.21202822528e-05","0.0430730492254"
"Initialized Capital","0.000590146294731","0.0215946843854","0.0215946843854","0.371968729851","2.7459726595e-05","0.0430730492254"
"Pangaea Ventures","0.000588417824368","0.0249169435216","0.0249169435216","0.380570877511","9.29485636175e-05","0.0430730492254"
"Dace Ventures","0.000584271438055","0.0249169435216","0.0249169435216","0.389898595097","6.65638836946e-05","0.0430730492254"
"TenOneTen Ventures","0.000580654045533","0.0265780730897","0.0265780730897","0.382094379823","3.38502567745e-05","0.0430730492254"
"Kepha Partners","0.000580581650626","0.0232558139535","0.0232558139535","0.387996650731","5.30841758149e-06","0.0430730492254"
"Imlay Investments","0.000579523217389","0.0232558139535","0.0232558139535","0.368806708191","2.84350350549e-05","0.0430730492254"
"Raptor Ventures","0.000577312925289","0.0199335548173","0.0199335548173","0.384557518452","0.000193989084155","0.0430730492254"
"Ysios Capital","0.000573899090588","0.0166112956811","0.0166112956811","0.368237562036","3.88559008652e-05","0.0430730492254"
"Creathor Venture Management","0.000573615581704","0.0116279069767","0.0116279069767","0.372258877066","0.000282860518067","0.0430730492254"
"Fountain Healthcare Partners","0.000573414398208","0.0116279069767","0.0116279069767","0.323989056618","0.000101474736717","0.0430730492254"
"Alven Capital","0.000566683214294","0.014950166113","0.014950166113","0.375480629739","3.92946480778e-05","0.0430730492254"
"SJF Ventures","0.000566605417626","0.00830564784053","0.00830564784053","0.342841868102","0.00049022102419","0.0430730492254"
"Solon Ventures","0.000552135204048","0.00830564784053","0.00830564784053","0.302622625491","6.60748998026e-05","0.0430730492254"
"TechOperators","0.00054188940867","0.0166112956811","0.0166112956811","0.38705261995","9.92946823819e-05","0.0430730492254"
"Rocket Internet","0.000540438140043","0.00830564784053","0.00830564784053","0.317311090691","1.11038273424e-05","0.0430730492254"
"Innovation Capital","0.00053607937911","0.014950166113","0.014950166113","0.323111631956","8.92904624073e-05","0.0430730492254"
"Vanedge Capital","0.000535769894122","0.014950166113","0.014950166113","0.339186837526","8.85649726881e-05","0.0430730492254"
"EMBL Ventures","0.000534193736391","0.00996677740864","0.00996677740864","0.319434993573","0.000127456696008","0.0430730492254"
"Brightspark Ventures","0.00053175830058","0.0182724252492","0.0182724252492","0.364024317619","7.32976821542e-05","0.0430730492254"
"Sigma West","0.000529238435624","0.0166112956811","0.0166112956811","0.379662593794","4.57697618741e-05","0.0430730492254"
"Inventages Venture Capital Investment Inc.","0.000526927560633","0.00996677740864","0.00996677740864","0.31090285368","5.68110699735e-05","0.0430730492254"
"Rogers Ventures","0.000524644164007","0.0199335548173","0.0199335548173","0.380267633784","4.81457068036e-05","0.0430730492254"
"b-to-v Partners AG","0.000524355276873","0.00996677740864","0.00996677740864","0.322456675945","4.79400032134e-05","0.0430730492254"
"TTP Ventures","0.000523794486841","0.0116279069767","0.0116279069767","0.342595750466","5.53314631779e-05","0.0430730492254"
"Fenox Venture Capital","0.000523454733478","0.0215946843854","0.0215946843854","0.372258877066","1.89988355919e-05","0.0430730492254"
"Georgian Partners","0.000520362594001","0.0182724252492","0.0182724252492","0.376072403781","3.63475048321e-05","0.0430730492254"
"Arts Alliance Ventures","0.000519671164482","0.0182724252492","0.0182724252492","0.36909194153","6.21864464949e-05","0.0430730492254"
"Fung Capital USA","0.000517978356979","0.0215946843854","0.0215946843854","0.382707201603","4.77722598015e-05","0.0430730492254"
"Clean Energy Venture Group","0.000516105767014","0.00498338870432","0.00498338870432","0.295685179925","6.88814668831e-05","0.0430730492254"
"CFH","0.000506876090838","0.00498338870432","0.00498338870432","0.310094789083","1.11318054594e-05","0.0430730492254"
"Crescent Capital","0.000498037987756","0.00498338870432","0.00498338870432","0.303585165648","0.0","0.0430730492254"
"California Technology Ventures","0.000497677715101","0.0116279069767","0.0116279069767","0.355086220535","6.14185781595e-05","0.0430730492254"
"Hamilton BioVentures","0.000497516399194","0.0166112956811","0.0166112956811","0.370524751862","3.73956419015e-05","0.0430730492254"
"CM Capital Investments","0.000491587823663","0.0116279069767","0.0116279069767","0.340882771713","5.5604950623e-05","0.0430730492254"
"Prolog Ventures","0.000486992330254","0.0116279069767","0.0116279069767","0.347839562973","6.66274425502e-05","0.0430730492254"
"Plus Capital","0.000485566553304","0.0132890365449","0.0132890365449","0.325536071213","1.67251384735e-05","0.0430730492254"
"Augmentum Capital","0.000485036532189","0.0132890365449","0.0132890365449","0.362641246504","4.02944455003e-05","0.0430730492254"
"Apposite Capital","0.000479969034243","0.014950166113","0.014950166113","0.354032552225","2.01199118757e-05","0.0430730492254"
"ARC Financial","0.000479762388796","0.00166112956811","0.00166112956811","0.218614695556","0.0","0.0430730492254"
"NBGI Ventures","0.000478973877285","0.00664451827243","0.00664451827243","0.305724458936","1.53364239756e-05","0.0430730492254"
"Revolution Ventures","0.000475657927648","0.0166112956811","0.0166112956811","0.371679034578","4.59538525768e-06","0.0430730492254"
"Romulus Capital","0.000473847301204","0.0166112956811","0.0166112956811","0.38117881821","3.53402034507e-05","0.0430730492254"
"Canyon Creek Capital","0.000472293349251","0.00996677740864","0.00996677740864","0.337507694766","7.26055298354e-06","0.0430730492254"
"Chart Venture Partners","0.000470148773427","0.0116279069767","0.0116279069767","0.336081605915","3.08265295743e-05","0.0430730492254"
"Hudson Ventures","0.000462444833013","0.014950166113","0.014950166113","0.364024317619","7.55985024447e-06","0.0430730492254"
"Data Point Capital","0.000457969644684","0.014950166113","0.014950166113","0.36072250975","1.85955530212e-05","0.0430730492254"
"Acacia Capital Partners","0.000456725950276","0.0132890365449","0.0132890365449","0.374009310657","1.1255950907e-05","0.0430730492254"
"Innovacorp","0.000455467334697","0.00664451827243","0.00664451827243","0.328674848759","7.68473319591e-06","0.0430730492254"
"Bloomberg Beta","0.000451122006235","0.0166112956811","0.0166112956811","0.361542333635","7.26045969101e-06","0.0430730492254"
"Coatue Management","0.000444477526622","0.0166112956811","0.0166112956811","0.381483517505","2.45090617742e-07","0.0430730492254"
"3M New Ventures","0.000443956448057","0.00332225913621","0.00332225913621","0.278922197778","1.18800128089e-05","0.0430730492254"
"Ted Meisel","0.000442519292947","0.0166112956811","0.0166112956811","0.378158383834","1.58905237264e-06","0.0430730492254"
"Howzat Partners","0.000439042813277","0.00332225913621","0.00332225913621","0.269320474266","0.0","0.0430730492254"
"Seaya Ventures","0.000437896372882","0.00166112956811","0.00166112956811","0.224687325988","0.0","0.0430730492254"
"InnoCal Venture Capital","0.000437450266452","0.0116279069767","0.0116279069767","0.362365892482","9.07614302632e-06","0.0430730492254"
"Fidelity Growth Partners Europe","0.000437441995161","0.0132890365449","0.0132890365449","0.372549477282","5.62946247398e-06","0.0430730492254"
"Prism VentureWorks","0.000436661568938","0.0132890365449","0.0132890365449","0.345572686748","1.07407164423e-05","0.0430730492254"
"TechnoStart","0.000436497611755","0.00332225913621","0.00332225913621","0.306509878227","0.0","0.0430730492254"
"CAA Ventures","0.000429239509454","0.0116279069767","0.0116279069767","0.349623355603","2.88648456771e-05","0.0430730492254"
"Zouk Capital","0.000428511365681","0.00996677740864","0.00996677740864","0.356146179402","1.30356638598e-05","0.0430730492254"
"Volition Capital","0.000427627624455","0.00996677740864","0.00996677740864","0.336081605915","1.33648431153e-05","0.0430730492254"
"Okapi Venture Capital","0.000425847017193","0.00996677740864","0.00996677740864","0.337746553715","2.67737024425e-05","0.0430730492254"
"OurCrowd","0.000421984600508","0.0116279069767","0.0116279069767","0.36909194153","2.9397932203e-05","0.0430730492254"
"IDG Ventures USA","0.00042142244804","0.0116279069767","0.0116279069767","0.366259309592","3.7093335543e-06","0.0430730492254"
"Peppermint Venture Partners","0.000421316378889","0.00166112956811","0.00166112956811","0.238976404807","0.0","0.0430730492254"
"Sigma Prime Ventures","0.000419000571124","0.0116279069767","0.0116279069767","0.351425537849","4.22716866614e-06","0.0430730492254"
"Golden Gate Ventures","0.000418589428989","0.0132890365449","0.0132890365449","0.37489071516","2.2753328078e-06","0.0430730492254"
"Global Founders Capital","0.000414696031861","0.00830564784053","0.00830564784053","0.315215244649","5.15155152006e-06","0.0430730492254"
"Dumont Venture","0.000413002346871","0.00498338870432","0.00498338870432","0.326873890684","2.61789737528e-05","0.0430730492254"
"Middleland Capital","0.000412087378546","0.00996677740864","0.00996677740864","0.357212485328","3.17973496823e-05","0.0430730492254"
"North Hill Ventures","0.000411241930159","0.00996677740864","0.00996677740864","0.352985118638","6.68706702237e-06","0.0430730492254"
"Credo Ventures","0.000411047881051","0.00996677740864","0.00996677740864","0.355880596867","2.16433246067e-05","0.0430730492254"
"Global Life Science Ventures","0.000411044855364","0.00664451827243","0.00664451827243","0.324429558395","7.91542825727e-06","0.0430730492254"
"Klass Capital","0.000409653294475","0.00830564784053","0.00830564784053","0.322893017861","3.93024509305e-06","0.0430730492254"
"Virgin Green Fund","0.000405365234544","0.0116279069767","0.0116279069767","0.356412158625","9.50167916835e-06","0.0430730492254"
"Clearpoint Ventures","0.000398912744859","0.00498338870432","0.00498338870432","0.317100252757","0.0","0.0430730492254"
"SODENA","0.000398351674306","0.00664451827243","0.00664451827243","0.314384637944","2.13035610057e-06","0.0430730492254"
"Trailblazer Capital","0.000398088018279","0.00332225913621","0.00332225913621","0.277140464808","3.46944679231e-06","0.0430730492254"
"Lumira Capital","0.00039559638099","0.00996677740864","0.00996677740864","0.349111836429","4.83809725668e-06","0.0430730492254"
"Accede Capital","0.000392295289148","0.00498338870432","0.00498338870432","0.34632502206","0.0","0.0430730492254"
"Foresite Capital","0.000390487854939","0.00830564784053","0.00830564784053","0.346073879912","1.33325811575e-05","0.0430730492254"
"The Entrepreneurs' Fund III","0.000390312430426","0.00996677740864","0.00996677740864","0.360995370952","9.1797000593e-06","0.0430730492254"
"Chicago Growth Partners","0.000389525613943","0.00996677740864","0.00996677740864","0.332336964066","1.0329904778e-06","0.0430730492254"
"Strive Capital","0.0003821985196","0.00996677740864","0.00996677740864","0.361542333635","3.98112057854e-06","0.0430730492254"
"Bioventures Investors","0.000379294992571","0.00830564784053","0.00830564784053","0.327771895878","0.0","0.0430730492254"
